	0	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	Homeowner_vacancy_rate_percent	Median_Age_Female	Median_Age_Male	Median_Age	Percent_65_years_and_over	Percent_American_Indian_and_Alaska_Native	Percent_Asian	Percent_Black_or_African_American	Percent_Family_households	Percent_Female	Percent_Male	Percent_Nonfamily_households	Percent_Occupied_housing_units	Percent_Some_Other_Race	Percent_White	Rental_vacancy_rate_percent
770	0	95203	38558	1850562626	70638762	714.5060000000002	27.274	2.0	36.9	34.5	35.8	10.4	0.2	2.1	38.2	70.5	52.1	47.9	29.5	92.9	1.6	57.0	6.5
771	0	202667	101436	496071702	353971012	191.534	136.66899999999998	3.6	38.9	35.7	37.3	13.9	0.5	1.2	14.8	58.1	51.5	48.5	41.9	84.8	2.4	79.1	11.8
772	0	1152425	509469	1433793826	137155436	553.591	52.956	2.1	36.9	34.9	35.9	11.4	0.9	6.2	11.8	57.3	50.9	49.1	42.7	93.4	3.4	74.4	7.6
773	0	1152425	509469	1433793826	137155436	553.591	52.956	2.1	36.9	34.9	35.9	11.4	0.9	6.2	11.8	57.3	50.9	49.1	42.7	93.4	3.4	74.4	7.6
774	0	1809034	714803	2236735560	100223390	863.6080000000002	38.696	2.0	34.3	32.4	33.4	8.9	0.7	4.7	14.9	69.2	51.0	49.0	30.8	91.9	10.0	66.6	11.7
775	0	2368139	943257	2256602704	96696353	871.279	37.335	2.3	33.4	31.6	32.5	8.8	0.7	5.0	22.3	65.4	50.6	49.4	34.6	90.7	15.5	53.5	11.9
776	0	68917	31242	1040502885	6736566	401.74	2.6010000000000004	3.5	41.8	38.5	40.2	16.4	0.2	0.8	5.0	65.8	51.4	48.6	34.2	88.2	1.1	90.2	11.6
777	0	93389	36574	1036420180	21054534	400.164	8.129	2.1	44.1	42.2	43.3	15.5	0.1	0.6	1.3	74.9	50.8	49.2	25.1	93.7	0.3	96.9	8.2
778	0	147972	63943	6820199333	40760707	2633.294000000001	15.738	1.4	39.4	37.1	38.3	14.1	4.0	0.6	0.6	63.2	51.1	48.9	36.8	94.9	1.2	90.7	6.0
779	0	71518	32514	29001443825	54175788	11197.521	20.917	1.3	33.7	31.3	32.4	11.6	72.9	0.3	0.2	71.7	50.1	49.9	28.3	70.0	1.3	23.3	11.0
780	0	12087	4696	1269664203	6755314	490.22	2.608	1.9	45.7	37.4	40.6	14.5	0.2	0.4	58.1	65.9	41.4	58.6	34.1	85.1	1.3	39.3	10.6
781	0	432226	194949	1316271254	45715161	508.215	17.651	3.1	38.5	35.7	37.2	13.1	0.3	1.9	8.8	62.5	51.4	48.6	37.5	90.9	1.5	85.6	10.1
782	0	64013	26202	1936906099	45969834	747.8439999999998	17.749000000000006	2.2	30.9	28.8	29.8	11.8	0.3	2.0	2.7	57.4	49.7	50.3	42.6	93.3	0.6	92.8	7.1
783	0	496005	208750	1292303671	330480308	498.961	127.599	2.3	38.8	35.9	37.4	13.3	0.3	1.2	25.9	67.8	51.7	48.3	32.2	90.1	5.8	64.4	9.8
784	0	930450	315531	15431126407	137815999	5957.991	53.21100000000001	2.4	31.6	29.8	30.6	10.0	1.7	9.6	5.3	74.1	50.0	50.0	25.9	91.7	23.3	55.4	7.0
785	0	471221	201434	4568198649	43802705	1763.7910000000004	16.912	2.1	38.1	35.6	36.8	12.9	1.5	2.1	1.7	63.2	50.6	49.4	36.8	92.9	1.2	89.2	8.3
786	0	75568	31992	127239697	1344996	49.128	0.519	3.4	32.0	28.8	30.3	14.0	0.3	2.5	29.3	57.5	53.1	46.9	42.5	89.0	1.3	64.4	10.7
787	0	146156	58687	1306418559	10749604	504.411	4.15	2.2	39.3	36.8	38.2	12.4	0.2	1.1	6.0	73.4	50.4	49.6	26.6	92.5	0.6	90.2	8.5
788	0	14586	6425	687731312	529234	265.535	0.204	2.0	40.3	38.7	39.6	16.4	0.1	0.2	12.6	71.0	52.0	48.0	29.0	88.9	6.9	78.7	10.1
789	0	626681	283978	1305438546	56749226	504.033	21.911	3.5	34.8	33.1	33.9	10.4	0.3	3.0	27.7	55.9	51.6	48.4	44.1	91.4	4.9	61.4	9.2
790	0	195085	80970	2032960300	63700594	784.93	24.595	2.7	37.8	35.9	36.9	10.6	0.3	1.9	10.6	72.5	51.0	49.0	27.5	91.5	2.8	83.0	12.6
791	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
792	0	214346	82360	1092129613	32974694	421.674	12.732	3.5	37.1	35.5	36.3	9.2	0.4	1.7	5.7	76.2	50.6	49.4	23.8	92.2	3.6	86.6	10.5
793	0	602622	246901	2193584722	64739558	846.948	24.996	2.2	35.5	33.3	34.4	11.1	0.5	2.3	9.7	67.0	51.0	49.0	33.0	92.0	4.5	79.9	10.3
794	0	343829	189896	438803381	468240430	169.423	180.789	4.5	35.4	33.8	34.6	10.9	0.3	2.9	60.2	53.9	51.6	48.4	46.1	74.9	1.9	33.0	16.4
795	0	226073	94196	1762732402	39400683	680.595	15.213	2.4	37.8	36.5	37.2	11.3	0.9	1.5	19.0	71.1	51.7	48.3	28.9	91.2	1.9	74.8	12.3
796	0	492276	189842	1191852367	55550237	460.177	21.448	1.3	42.4	40.1	41.3	13.8	0.2	9.0	3.1	71.6	51.0	49.0	28.4	95.1	3.0	82.6	6.7
797	0	203206	90937	7209356169	46880700	2783.548	18.101	2.7	43.5	40.8	42.1	17.6	1.2	1.2	0.7	64.4	51.3	48.7	35.6	91.4	4.5	88.7	6.7
798	0	1714773	662872	3211119983	42127509	1239.82	16.266	1.9	34.2	31.5	32.8	10.3	0.8	2.4	7.5	68.4	51.0	49.0	31.6	91.9	12.7	72.9	9.6
799	0	1339532	468346	737411094	436460605	284.716	168.518	1.2	42.7	39.5	41.1	15.3	0.2	7.6	11.1	75.9	51.6	48.4	24.1	95.8	5.6	73.0	4.8
800	0	107667	48915	13043372940	253020349	5036.075	97.692	2.7	47.1	45.1	46.1	21.0	1.8	1.0	0.3	66.9	50.6	49.4	33.1	91.1	1.2	92.4	7.0
801	0	508640	217197	394228284	46271710	152.21200000000005	17.866	2.0	35.9	33.3	34.6	12.0	0.8	11.7	11.0	58.1	51.5	48.5	41.9	93.3	2.9	70.1	7.4
802	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
803	0	154727	68196	529693619	12614136	204.516	4.87	1.8	41.2	38.3	39.8	14.9	0.4	3.2	9.5	62.5	51.6	48.4	37.5	92.2	3.5	79.6	7.8
804	0	100948	44949	7191239757	19966766	2776.553	7.709	2.0	38.2	35.3	36.8	13.5	9.7	1.0	1.0	63.8	50.2	49.8	36.2	91.8	0.8	83.6	6.5
805	0	59626	25196	1272965600	8615850	491.495	3.327	2.4	39.5	37.2	38.4	13.6	0.2	0.3	1.0	70.7	50.7	49.3	29.3	90.6	2.0	94.9	11.0
806	0	998954	438032	1315195242	39414600	507.8	15.218	2.3	41.6	37.9	39.9	15.0	0.2	3.5	23.3	65.1	52.7	47.3	34.9	92.4	0.9	70.3	10.0
807	0	75403	30302	1918629058	8099319	740.7869999999998	3.127	2.3	38.2	35.9	37.1	14.8	2.1	1.9	0.6	69.1	51.3	48.7	30.9	93.4	5.4	85.9	8.0
808	0	116229	57966	3285632368	1524548726	1268.59	588.632	2.4	34.2	31.2	32.6	11.2	0.5	1.3	5.1	68.2	49.1	50.9	31.8	75.0	1.4	88.7	7.3
809	0	718451	271031	1161371825	757704380	448.408	292.551	1.3	40.5	37.9	39.3	13.4	0.5	24.8	2.8	68.1	50.8	49.2	31.9	95.1	11.8	53.4	4.6
810	0	4607	3371	3240040898	493622	1250.987	0.191	2.5	49.9	47.6	48.6	22.8	0.8	0.4	0.4	64.8	50.5	49.5	35.2	59.8	5.9	91.5	7.4
811	0	32856	23001	6637257545	1800019787	2562.66	694.992	4.3	47.0	45.2	46.1	19.6	4.9	0.5	0.4	61.9	50.7	49.3	38.1	62.2	0.4	92.1	9.3
812	0	234878	104180	3140175831	117138182	1212.429	45.227	1.6	42.4	39.3	40.8	16.3	0.3	2.8	6.3	62.8	50.2	49.8	37.2	89.3	1.5	87.1	7.9
813	0	144170	71267	4945359181	3774631	1909.414	1.457	2.6	44.6	41.3	43.0	15.1	3.1	1.2	0.9	58.4	51.3	48.7	41.6	86.9	15.1	76.2	9.1
814	0	269637	117315	8543248461	820974646	3298.567	316.98	2.1	41.5	37.4	39.4	15.2	0.9	3.2	2.1	62.4	48.8	51.2	37.6	87.0	7.3	82.6	5.5
815	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
816	0	180822	92407	2409328778	393241055	930.247	151.83100000000005	3.3	40.1	36.3	38.3	13.9	0.6	2.9	9.3	66.9	49.8	50.2	33.1	78.3	2.0	81.1	22.9
817	0	483878	204572	4081430136	497530353	1575.849	192.098	1.9	41.6	38.0	39.9	13.9	1.3	3.8	1.6	63.0	50.8	49.2	37.0	90.8	11.8	76.8	5.1
818	0	375770	159222	13896869603	22331525	5365.611999999999	8.622	5.5	36.0	34.8	35.3	13.9	5.6	1.7	4.6	73.4	47.5	52.5	26.6	78.9	11.5	72.4	13.9
819	0	1781642	631920	3341343470	36174996	1290.1	13.967	1.4	37.1	35.3	36.2	11.1	0.7	32.0	2.6	70.6	49.8	50.2	29.4	95.6	12.4	47.0	4.3
820	0	265128	119323	1104465640	533085725	426.437	205.826	3.9	35.4	32.6	34.0	12.4	0.3	2.4	40.1	62.7	51.8	48.2	37.3	86.4	2.2	52.8	13.6
821	0	1748066	810388	3133329108	292869341	1209.785	113.077	3.3	40.7	38.5	39.7	14.3	0.3	3.2	26.7	63.3	51.6	48.4	36.7	84.7	3.7	63.1	10.7
822	0	99710	38224	596504166	41282767	230.312	15.939	1.6	42.9	40.9	41.9	12.5	0.2	1.9	2.4	74.9	50.1	49.9	25.1	91.7	2.8	90.7	7.6
823	0	3817117	1639279	23828260196	62795719	9200.143	24.246	4.1	35.7	33.5	34.6	12.1	2.1	3.5	5.0	66.1	50.5	49.5	33.9	86.1	12.8	73.0	13.7
824	0	3817117	1639279	23828260196	62795719	9200.143	24.246	4.1	35.7	33.5	34.6	12.1	2.1	3.5	5.0	66.1	50.5	49.5	33.9	86.1	12.8	73.0	13.7
825	0	3817117	1639279	23828260196	62795719	9200.143	24.246	4.1	35.7	33.5	34.6	12.1	2.1	3.5	5.0	66.1	50.5	49.5	33.9	86.1	12.8	73.0	13.7
826	0	4092459	1598698	4411986582	191671993	1703.4779999999996	74.005	2.3	33.0	31.4	32.2	8.1	0.7	6.2	18.9	68.7	50.2	49.8	31.3	89.8	14.3	56.6	13.7
827	0	620961	296685	209643241	28768302	80.944	11.108	4.2	35.7	33.1	34.4	11.7	0.4	2.3	63.7	53.6	52.9	47.1	46.4	84.2	1.8	29.6	10.7
828	0	43820	20208	2534807386	39134826	978.695	15.11	2.0	39.0	35.8	37.7	14.1	0.2	0.3	69.4	67.0	53.8	46.2	33.0	84.4	0.2	29.1	11.9
829	0	422718	181307	800879349	93428200	309.221	36.073	3.0	39.5	36.6	38.2	12.0	0.3	3.7	11.1	67.0	51.6	48.4	33.0	90.8	3.6	78.2	10.9
830	0	508640	217197	394228284	46271710	152.21200000000005	17.866	2.0	35.9	33.3	34.6	12.0	0.8	11.7	11.0	58.1	51.5	48.5	41.9	93.3	2.9	70.1	7.4
831	0	47818	39813	2411436914	158956015	931.061	61.37300000000001	3.5	48.8	47.8	48.3	20.6	0.3	0.6	0.3	64.5	50.5	49.5	35.5	52.9	0.2	97.5	11.5
832	0	76258	36785	1573351092	1249470315	607.474	482.423	3.0	40.7	38.8	39.8	13.8	0.9	0.4	4.1	70.6	50.4	49.6	29.4	78.6	5.2	86.7	11.7
833	0	69442	29139	2040060341	14842424	787.672	5.731	2.3	38.0	35.8	37.0	14.3	12.9	0.6	2.9	70.3	52.1	47.9	29.7	88.9	1.0	76.3	11.6
834	0	116638	51733	1741960803	25978863	672.575	10.03	2.1	44.4	41.2	42.8	18.5	0.1	0.6	5.8	66.2	51.0	49.0	33.8	89.8	0.3	91.6	9.2
835	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
836	0	685306	233755	3603505998	91108644	1391.322	35.177	2.8	34.0	31.5	32.7	10.4	1.1	14.4	7.6	74.9	50.2	49.8	25.1	92.0	19.1	51.0	8.1
837	0	226073	94196	1762732402	39400683	680.595	15.213	2.4	37.8	36.5	37.2	11.3	0.9	1.5	19.0	71.1	51.7	48.3	28.9	91.2	1.9	74.8	12.3
838	0	467026	202357	2016019983	70521368	778.39	27.228	1.4	39.9	37.0	38.6	14.0	0.8	3.1	11.0	61.4	51.9	48.1	38.6	92.7	1.2	81.1	6.4
839	0	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6
840	0	274549	126647	1439267859	300755451	555.7040000000002	116.122	2.5	41.0	38.6	39.9	14.2	0.4	7.5	16.1	66.8	51.5	48.5	33.2	81.2	7.4	65.4	9.5
841	0	204214	98349	154894705	6880315	59.805	2.657	4.6	32.7	31.3	32.0	11.1	0.3	2.3	50.6	47.4	52.3	47.7	52.6	88.6	3.6	40.8	9.5
842	0	104169	44762	831754462	1074157	321.142	0.415	2.8	37.9	37.3	37.6	11.4	0.3	0.8	7.1	70.0	50.4	49.6	30.0	89.0	1.2	87.8	11.3
843	0	930450	315531	15431126407	137815999	5957.991	53.21100000000001	2.4	31.6	29.8	30.6	10.0	1.7	9.6	5.3	74.1	50.0	50.0	25.9	91.7	23.3	55.4	7.0
844	0	131500	55566	1625932680	13830886	627.776	5.34	2.7	36.2	32.2	33.9	13.1	1.1	2.0	10.5	64.6	48.7	51.3	35.4	88.2	6.4	77.1	13.0
845	0	548285	230535	1432510950	357753895	553.096	138.13	1.5	41.0	38.6	39.8	14.2	0.4	1.9	3.3	66.4	51.6	48.4	33.6	92.4	3.4	88.4	8.7
846	0	138494	63177	3222267856	185180068	1244.125	71.498	3.2	40.0	37.7	38.9	14.5	1.3	0.7	0.3	68.8	50.7	49.3	31.2	85.8	0.8	94.5	7.7
847	0	823318	281695	4773691889	945991626	1843.133	365.249	1.4	37.7	34.8	36.2	11.7	1.0	6.7	1.8	73.9	50.3	49.7	26.1	94.8	17.0	68.7	4.8
848	0	192768	82058	2754864273	79292408	1063.659	30.615	1.4	37.2	34.6	35.9	12.6	0.5	1.1	24.8	68.2	51.2	48.8	31.8	90.2	0.9	70.8	11.8
849	0	1493350	569985	2362201496	3784184893	912.051	1461.082	1.5	41.1	38.4	39.8	13.5	0.4	3.4	7.4	74.2	50.8	49.2	25.8	87.7	5.6	80.8	6.0
850	0	32856	23001	6637257545	1800019787	2562.66	694.992	4.3	47.0	45.2	46.1	19.6	4.9	0.5	0.4	61.9	50.7	49.3	38.1	62.2	0.4	92.1	9.3
851	0	1503085	612004	2118135038	75739760	817.817	29.243	1.3	39.8	37.1	38.5	13.1	0.2	9.3	4.7	63.1	51.4	48.6	36.9	94.9	3.3	80.0	5.7
852	0	1049025	400263	1854268836	227485306	715.937	87.833	2.1	39.7	37.1	38.5	12.4	0.6	14.4	9.3	70.7	51.2	48.8	29.3	93.8	10.7	58.6	6.8
853	0	255755	104821	1395398450	50038594	538.766	19.32	1.9	33.9	31.6	32.7	10.2	4.7	3.8	4.2	65.3	50.0	50.0	34.7	93.8	2.3	79.3	7.5
854	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
855	0	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9
856	0	319294	176002	160343174	10683076	61.909	4.125	4.7	34.7	33.1	33.9	11.0	0.3	2.9	49.2	47.5	51.7	48.3	52.5	80.7	1.3	43.9	15.1
857	0	795225	325375	4324005310	354658008	1669.5079999999996	136.934	2.6	36.8	34.9	35.9	11.0	1.4	6.0	6.8	67.4	50.6	49.4	32.6	92.2	3.5	74.2	7.8
858	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
859	0	349497	142613	893975782	7960045	345.166	3.073	1.8	40.6	38.1	39.4	14.8	0.4	2.9	6.1	67.3	51.6	48.4	32.7	93.9	8.6	79.1	7.3
860	0	1714773	662872	3211119983	42127509	1239.82	16.266	1.9	34.2	31.5	32.8	10.3	0.8	2.4	7.5	68.4	51.0	49.0	31.6	91.9	12.7	72.9	9.6
861	0	278831	115064	2319591231	13211521	895.5989999999998	5.101	1.9	31.8	29.1	30.4	11.0	0.7	2.1	7.5	62.5	50.6	49.4	37.5	91.9	9.9	77.3	9.6
862	0	722023	315522	150618894	160748611	58.154	62.065	2.1	32.1	30.9	31.5	10.5	0.4	8.2	21.6	48.0	51.8	48.2	52.0	92.8	9.7	56.0	5.3
863	0	26839	12699	1095846454	2224025	423.109	0.8590000000000001	1.1	42.0	40.2	40.9	13.5	0.1	0.2	1.8	69.3	51.0	49.0	30.7	87.6	0.0	97.1	10.7
864	0	634266	270335	119634159	41755598	46.191	16.122	4.5	35.3	33.2	34.2	10.4	0.6	13.4	13.2	60.2	50.5	49.5	39.8	91.2	14.2	54.0	6.6
865	0	1029655	364031	1922501205	168569885	742.2819999999998	65.085	2.0	31.3	30.3	30.8	8.7	0.9	3.3	1.6	70.8	49.7	50.3	29.2	94.1	8.3	81.2	6.8
866	0	161252	61634	1233210616	54041937	476.145	20.866	2.6	36.0	33.9	35.0	10.1	0.3	1.3	21.9	75.9	51.3	48.7	24.1	93.7	2.8	72.2	8.7
867	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
868	0	44151	22163	1471923432	17626527	568.313	6.806	2.2	45.4	41.0	43.3	17.9	0.2	0.9	1.3	60.9	51.2	48.8	39.1	87.3	0.9	95.0	8.5
869	0	1152425	509469	1433793826	137155436	553.591	52.956	2.1	36.9	34.9	35.9	11.4	0.9	6.2	11.8	57.3	50.9	49.1	42.7	93.4	3.4	74.4	7.6
870	0	601723	296719	158114680	18884970	61.048	7.292000000000002	3.4	34.0	33.6	33.8	11.4	0.3	3.5	50.7	42.3	52.8	47.2	57.7	89.9	4.1	38.5	7.9
871	0	21006	7631	684416224	8199770	264.255	3.1660000000000004	1.0	33.8	31.9	32.8	11.4	2.7	3.0	3.1	71.8	50.1	49.9	28.2	94.6	18.1	70.5	7.4
872	0	238823	111833	1066098928	35386274	411.6230000000001	13.663	2.4	45.0	40.7	42.9	17.9	0.2	0.7	15.7	63.5	51.6	48.4	36.5	88.3	1.4	79.9	10.9
873	0	109299	50106	6716936093	64479320	2593.424	24.896	1.8	35.2	33.5	34.3	11.4	2.6	1.1	0.4	56.5	49.7	50.3	43.5	91.7	0.4	92.7	4.5
874	0	28961	14153	1331696606	4805084	514.1709999999998	1.855	2.0	43.6	40.4	41.9	16.5	0.2	0.3	31.3	67.6	52.4	47.6	32.4	84.6	0.3	66.6	10.3
875	0	93389	36574	1036420180	21054534	400.164	8.129	2.1	44.1	42.2	43.3	15.5	0.1	0.6	1.3	74.9	50.8	49.2	25.1	93.7	0.3	96.9	8.2
876	0	259424	104705	366664243	7152613	141.57	2.762	4.1	33.1	30.1	31.6	6.6	0.4	5.0	66.1	68.8	52.1	47.9	31.2	86.6	7.1	18.9	16.7
877	0	1809034	714803	2236735560	100223390	863.6080000000002	38.696	2.0	34.3	32.4	33.4	8.9	0.7	4.7	14.9	69.2	51.0	49.0	30.8	91.9	10.0	66.6	11.7
878	0	1820584	821693	1585280173	156946749	612.08	60.597	2.9	38.6	35.8	37.3	12.7	0.4	2.5	40.5	64.1	52.0	48.0	35.9	85.5	1.8	52.3	14.4
879	0	600158	285797	396268588	4225359	153.0	1.631	3.6	33.9	33.5	33.7	10.4	1.4	3.4	10.2	47.5	50.0	50.0	52.5	92.1	11.9	68.9	7.2
880	0	919628	398510	1356745512	57153194	523.842	22.067	3.3	34.9	32.8	33.9	8.8	0.5	4.6	30.8	62.3	51.6	48.4	37.7	90.9	6.2	55.3	11.3
881	0	17411	7831	19476234	757309	7.52	0.292	2.6	43.9	39.6	41.9	19.6	0.4	3.3	10.2	64.4	53.7	46.3	35.6	92.9	1.5	82.3	8.0
882	0	147546	65756	1107573369	61257184	427.636	23.652	1.7	41.5	38.5	40.0	16.2	0.3	1.6	9.0	62.6	50.9	49.1	37.4	93.2	4.4	81.6	7.8
883	0	285407	120875	2169240553	22876822	837.548	8.833	1.8	33.6	31.7	32.6	10.9	0.7	3.5	3.5	60.2	49.9	50.1	39.8	93.8	2.4	87.1	7.5
884	0	269291	185992	2936777435	313664031	1133.896	121.106	4.9	42.7	39.7	41.1	17.1	0.5	1.0	13.4	64.4	51.1	48.9	35.6	60.3	3.1	79.9	29.2
885	0	62259	30777	2594391877	36393713	1001.7	14.052	2.8	41.7	40.1	40.9	16.5	0.2	1.1	1.7	61.2	51.6	48.4	38.8	80.0	0.7	94.7	8.3
886	0	1223348	589201	1890884266	37418903	730.075	14.448	2.1	43.3	39.3	41.3	16.8	0.1	2.8	13.2	57.7	52.1	47.9	42.3	90.6	0.5	81.5	8.9
887	0	534543	229967	1979289991	25446228	764.2080000000002	9.825	1.5	41.8	39.0	40.4	12.6	0.9	2.6	1.1	65.4	50.4	49.6	34.6	94.9	4.2	88.4	6.4
888	0	471221	201434	4568198649	43802705	1763.7910000000004	16.912	2.1	38.1	35.6	36.8	12.9	1.5	2.1	1.7	63.2	50.6	49.4	36.8	92.9	1.2	89.2	8.3
889	0	12087	4696	1269664203	6755314	490.22	2.608	1.9	45.7	37.4	40.6	14.5	0.2	0.4	58.1	65.9	41.4	58.6	34.1	85.1	1.3	39.3	10.6
890	0	515269	182047	1346943286	10730649	520.058	4.143	2.6	35.4	33.5	34.5	9.6	0.6	3.5	5.7	75.3	50.2	49.8	24.7	93.6	13.0	74.6	8.7
891	0	722023	315522	150618894	160748611	58.154	62.065	2.1	32.1	30.9	31.5	10.5	0.4	8.2	21.6	48.0	51.8	48.2	52.0	92.8	9.7	56.0	5.3
892	0	270056	116249	1703588508	42149850	657.7589999999999	16.274	2.7	38.3	35.4	36.9	12.5	0.2	1.2	30.5	67.3	51.9	48.1	32.7	90.4	1.2	64.6	9.5
893	0	270056	116249	1703588508	42149850	657.7589999999999	16.274	2.7	38.3	35.4	36.9	12.5	0.2	1.2	30.5	67.3	51.9	48.1	32.7	90.4	1.2	64.6	9.5
894	0	146551	54963	1185563933	479715576	457.749	185.219	2.4	38.4	36.0	37.4	9.5	0.7	3.0	41.0	75.4	51.7	48.3	24.6	93.2	1.3	50.3	8.6
895	0	864263	388486	1974068274	404712512	762.192	156.26	3.4	37.2	34.4	35.8	11.1	0.4	4.2	29.5	63.7	51.5	48.5	36.3	88.1	2.1	60.9	13.6
896	0	111944	52133	6942144728	365348866	2680.377	141.062	1.6	39.2	35.7	37.5	13.9	1.0	1.0	2.2	63.9	49.2	50.8	36.1	79.8	0.6	93.9	5.5
897	0	998954	438032	1315195242	39414600	507.8	15.218	2.3	41.6	37.9	39.9	15.0	0.2	3.5	23.3	65.1	52.7	47.3	34.9	92.4	0.9	70.3	10.0
898	0	319294	176002	160343174	10683076	61.909	4.125	4.7	34.7	33.1	33.9	11.0	0.3	2.9	49.2	47.5	51.7	48.3	52.5	80.7	1.3	43.9	15.1
899	0	718451	271031	1161371825	757704380	448.408	292.551	1.3	40.5	37.9	39.3	13.4	0.5	24.8	2.8	68.1	50.8	49.2	31.9	95.1	11.8	53.4	4.6
900	0	468730	176656	151178512	113754972	58.37	43.92100000000001	1.4	39.9	36.7	38.4	12.7	0.4	7.5	10.6	71.6	51.5	48.5	28.4	93.7	6.0	72.9	5.6
901	0	70217	28794	1742568254	40963315	672.809	15.816	2.6	27.2	25.0	25.9	9.1	0.3	1.5	27.6	57.8	50.1	49.9	42.2	88.8	1.7	67.2	11.4
902	0	146445	63541	2419349805	57836323	934.116	22.331	1.9	42.5	40.2	41.4	13.7	0.3	1.6	1.0	66.8	50.8	49.2	33.2	89.8	0.3	95.3	7.9
903	0	782341	300960	2178761906	116235513	841.225	44.879	1.8	35.6	34.3	35.0	7.7	0.6	11.2	8.5	72.9	50.9	49.1	27.1	94.3	5.1	71.6	9.0
904	0	919628	398510	1356745512	57153194	523.842	22.067	3.3	34.9	32.8	33.9	8.8	0.5	4.6	30.8	62.3	51.6	48.4	37.7	90.9	6.2	55.3	11.3
905	0	1510271	582549	1914046110	213184643	739.0169999999998	82.311	1.8	37.5	35.6	36.6	11.1	0.6	26.1	12.6	64.6	51.0	49.0	35.4	93.6	10.8	43.0	6.4
906	0	262604	102968	1604145428	12143221	619.364	4.689	2.3	33.1	31.3	32.2	8.2	0.4	3.0	12.5	69.4	50.6	49.4	30.6	93.5	3.4	78.2	9.1
907	0	718451	271031	1161371825	757704380	448.408	292.551	1.3	40.5	37.9	39.3	13.4	0.5	24.8	2.8	68.1	50.8	49.2	31.9	95.1	11.8	53.4	4.6
908	0	9818605	3445076	10509869649	1795012906	4057.884	693.058	1.7	35.9	33.6	34.8	10.9	0.7	13.7	8.7	67.7	50.7	49.3	32.3	94.1	21.8	50.3	5.8
909	0	204214	98349	154894705	6880315	59.805	2.657	4.6	32.7	31.3	32.0	11.1	0.3	2.3	50.6	47.4	52.3	47.7	52.6	88.6	3.6	40.8	9.5
910	0	529710	212450	1875746999	5672547	724.23	2.19	2.0	36.2	34.4	35.3	10.0	0.7	8.6	1.8	66.8	50.8	49.2	33.2	94.6	7.5	76.6	6.5
911	0	169842	80359	1575452175	23238961	608.286	8.972999999999997	2.9	41.0	39.5	40.3	12.8	0.3	2.1	13.2	72.3	50.6	49.4	27.7	76.0	4.3	77.2	9.5
912	0	304204	137739	1354056384	27189291	522.804	10.498	1.6	40.0	36.8	38.5	13.9	0.2	4.8	12.7	56.5	51.7	48.3	43.5	91.7	1.6	78.2	6.7
913	0	46133	18955	12438959289	10357633	4802.709	3.999	2.0	31.9	31.8	31.9	5.7	1.2	0.6	0.3	69.5	47.4	52.6	30.5	90.6	2.7	93.2	13.0
914	0	805321	291547	1114687261	16555611	430.383	6.392	3.3	34.8	32.5	33.7	6.8	0.5	10.6	23.6	75.7	50.7	49.3	24.3	92.1	8.8	53.3	10.7
915	0	541781	245109	1069012672	18926101	412.7480000000001	7.307	2.5	41.4	38.6	40.0	14.6	0.2	2.2	14.4	63.3	51.6	48.4	36.7	90.9	0.5	80.6	9.8
916	0	674158	312105	1565549922	30521580	604.462	11.784	3.2	37.4	34.9	36.2	12.5	0.5	1.6	23.9	60.8	51.7	48.3	39.2	88.0	3.8	66.9	13.2
917	0	107456	46011	1722512472	44079489	665.066	17.019000000000002	2.4	37.5	33.3	35.4	13.0	0.4	1.1	46.9	70.1	51.9	48.1	29.9	87.8	1.4	48.2	10.3
918	0	1029655	364031	1922501205	168569885	742.2819999999998	65.085	2.0	31.3	30.3	30.8	8.7	0.9	3.3	1.6	70.8	49.7	50.3	29.2	94.1	8.3	81.2	6.8
